fishes ,3040,,sharks ,1000,,total ,4040,,Tick ,1
fishes ,4382,,sharks ,1286,,total ,5668,,Tick ,774
fishes ,4122,,sharks ,1242,,total ,5364,,Tick ,775
fishes ,3962,,sharks ,1190,,total ,5152,,Tick ,776
fishes ,3869,,sharks ,1140,,total ,5009,,Tick ,777
fishes ,3793,,sharks ,1061,,total ,4854,,Tick ,778
fishes ,3791,,sharks ,688,,total ,4479,,Tick ,779
fishes ,3656,,sharks ,1261,,total ,4917,,Tick ,780
fishes ,3429,,sharks ,1230,,total ,4659,,Tick ,781
fishes ,3263,,sharks ,1193,,total ,4456,,Tick ,782
fishes ,3231,,sharks ,1145,,total ,4376,,Tick ,783
fishes ,3245,,sharks ,1072,,total ,4317,,Tick ,784
fishes ,3372,,sharks ,707,,total ,4079,,Tick ,785
fishes ,3438,,sharks ,1217,,total ,4655,,Tick ,786
fishes ,3406,,sharks ,1148,,total ,4554,,Tick ,787
fishes ,3425,,sharks ,1099,,total ,4524,,Tick ,788
fishes ,3564,,sharks ,1053,,total ,4617,,Tick ,789
fishes ,3683,,sharks ,974,,total ,4657,,Tick ,790
fishes ,3915,,sharks ,624,,total ,4539,,Tick ,791
fishes ,4009,,sharks ,1077,,total ,5086,,Tick ,792
fishes ,4057,,sharks ,1027,,total ,5084,,Tick ,793
fishes ,4103,,sharks ,988,,total ,5091,,Tick ,794
fishes ,4324,,sharks ,950,,total ,5274,,Tick ,795
fishes ,4475,,sharks ,897,,total ,5372,,Tick ,796
fishes ,4739,,sharks ,571,,total ,5310,,Tick ,797
fishes ,4875,,sharks ,958,,total ,5833,,Tick ,798
fishes ,4872,,sharks ,917,,total ,5789,,Tick ,799
fishes ,4927,,sharks ,874,,total ,5801,,Tick ,800
fishes ,5044,,sharks ,855,,total ,5899,,Tick ,801
fishes ,5111,,sharks ,813,,total ,5924,,Tick ,802
fishes ,5232,,sharks ,564,,total ,5796,,Tick ,803
fishes ,5250,,sharks ,978,,total ,6228,,Tick ,804
fishes ,5122,,sharks ,963,,total ,6085,,Tick ,805
fishes ,5070,,sharks ,931,,total ,6001,,Tick ,806
fishes ,5072,,sharks ,893,,total ,5965,,Tick ,807
fishes ,5094,,sharks ,848,,total ,5942,,Tick ,808
fishes ,5133,,sharks ,619,,total ,5752,,Tick ,809
fishes ,5107,,sharks ,1080,,total ,6187,,Tick ,810
fishes ,4937,,sharks ,1070,,total ,6007,,Tick ,811
fishes ,4818,,sharks ,1043,,total ,5861,,Tick ,812
fishes ,4726,,sharks ,996,,total ,5722,,Tick ,813
fishes ,4657,,sharks ,944,,total ,5601,,Tick ,814
fishes ,4645,,sharks ,681,,total ,5326,,Tick ,815
fishes ,4525,,sharks ,1240,,total ,5765,,Tick ,816
fishes ,4228,,sharks ,1230,,total ,5458,,Tick ,817
fishes ,4069,,sharks ,1188,,total ,5257,,Tick ,818
fishes ,3950,,sharks ,1149,,total ,5099,,Tick ,819
fishes ,3909,,sharks ,1067,,total ,4976,,Tick ,820
fishes ,3918,,sharks ,766,,total ,4684,,Tick ,821
fishes ,3879,,sharks ,1270,,total ,5149,,Tick ,822
fishes ,3678,,sharks ,1217,,total ,4895,,Tick ,823
fishes ,3590,,sharks ,1160,,total ,4750,,Tick ,824
fishes ,3619,,sharks ,1111,,total ,4730,,Tick ,825
fishes ,3656,,sharks ,1041,,total ,4697,,Tick ,826
fishes ,3794,,sharks ,666,,total ,4460,,Tick ,827
fishes ,3845,,sharks ,1135,,total ,4980,,Tick ,828
fishes ,3800,,sharks ,1088,,total ,4888,,Tick ,829
fishes ,3837,,sharks ,1057,,total ,4894,,Tick ,830
fishes ,3948,,sharks ,1014,,total ,4962,,Tick ,831
fishes ,4199,,sharks ,942,,total ,5141,,Tick ,832
fishes ,4381,,sharks ,619,,total ,5000,,Tick ,833
fishes ,4546,,sharks ,1086,,total ,5632,,Tick ,834
fishes ,4416,,sharks ,1051,,total ,5467,,Tick ,835
fishes ,4547,,sharks ,1020,,total ,5567,,Tick ,836
fishes ,4559,,sharks ,985,,total ,5544,,Tick ,837
fishes ,4750,,sharks ,925,,total ,5675,,Tick ,838
fishes ,4834,,sharks ,679,,total ,5513,,Tick ,839
fishes ,4909,,sharks ,1214,,total ,6123,,Tick ,840
fishes ,4627,,sharks ,1194,,total ,5821,,Tick ,841
fishes ,4573,,sharks ,1168,,total ,5741,,Tick ,842
fishes ,4431,,sharks ,1147,,total ,5578,,Tick ,843
fishes ,4420,,sharks ,1084,,total ,5504,,Tick ,844
fishes ,4383,,sharks ,825,,total ,5208,,Tick ,845
fishes ,4301,,sharks ,1501,,total ,5802,,Tick ,846
fishes ,3932,,sharks ,1475,,total ,5407,,Tick ,847
fishes ,3730,,sharks ,1418,,total ,5148,,Tick ,848
fishes ,3601,,sharks ,1370,,total ,4971,,Tick ,849
fishes ,3542,,sharks ,1285,,total ,4827,,Tick ,850
fishes ,3481,,sharks ,855,,total ,4336,,Tick ,851
fishes ,3358,,sharks ,1437,,total ,4795,,Tick ,852
fishes ,3056,,sharks ,1412,,total ,4468,,Tick ,853
fishes ,2892,,sharks ,1358,,total ,4250,,Tick ,854
fishes ,2839,,sharks ,1306,,total ,4145,,Tick ,855
fishes ,2846,,sharks ,1187,,total ,4033,,Tick ,856
fishes ,2932,,sharks ,728,,total ,3660,,Tick ,857
fishes ,2964,,sharks ,1181,,total ,4145,,Tick ,858
fishes ,2774,,sharks ,1146,,total ,3920,,Tick ,859
fishes ,2771,,sharks ,1092,,total ,3863,,Tick ,860
fishes ,2800,,sharks ,1057,,total ,3857,,Tick ,861
fishes ,2943,,sharks ,982,,total ,3925,,Tick ,862
fishes ,3105,,sharks ,612,,total ,3717,,Tick ,863
fishes ,3251,,sharks ,929,,total ,4180,,Tick ,864
fishes ,3256,,sharks ,883,,total ,4139,,Tick ,865
fishes ,3393,,sharks ,833,,total ,4226,,Tick ,866
fishes ,3537,,sharks ,809,,total ,4346,,Tick ,867
fishes ,3811,,sharks ,756,,total ,4567,,Tick ,868
fishes ,4001,,sharks ,500,,total ,4501,,Tick ,869
fishes ,4252,,sharks ,839,,total ,5091,,Tick ,870
fishes ,4220,,sharks ,823,,total ,5043,,Tick ,871
fishes ,4379,,sharks ,794,,total ,5173,,Tick ,872
fishes ,4453,,sharks ,774,,total ,5227,,Tick ,873
fishes ,4711,,sharks ,738,,total ,5449,,Tick ,874
fishes ,4845,,sharks ,562,,total ,5407,,Tick ,875
fishes ,5035,,sharks ,1005,,total ,6040,,Tick ,876
fishes ,4919,,sharks ,993,,total ,5912,,Tick ,877
fishes ,4960,,sharks ,973,,total ,5933,,Tick ,878
fishes ,4987,,sharks ,946,,total ,5933,,Tick ,879
fishes ,5073,,sharks ,896,,total ,5969,,Tick ,880
fishes ,5188,,sharks ,696,,total ,5884,,Tick ,881
fishes ,5208,,sharks ,1247,,total ,6455,,Tick ,882
fishes ,5003,,sharks ,1207,,total ,6210,,Tick ,883
fishes ,4916,,sharks ,1171,,total ,6087,,Tick ,884
fishes ,4886,,sharks ,1144,,total ,6030,,Tick ,885
fishes ,4862,,sharks ,1085,,total ,5947,,Tick ,886
fishes ,4874,,sharks ,819,,total ,5693,,Tick ,887
fishes ,4773,,sharks ,1485,,total ,6258,,Tick ,888
fishes ,4418,,sharks ,1455,,total ,5873,,Tick ,889
fishes ,4181,,sharks ,1401,,total ,5582,,Tick ,890
fishes ,4026,,sharks ,1354,,total ,5380,,Tick ,891
fishes ,3871,,sharks ,1278,,total ,5149,,Tick ,892
fishes ,3820,,sharks ,896,,total ,4716,,Tick ,893
fishes ,3614,,sharks ,1621,,total ,5235,,Tick ,894
fishes ,3317,,sharks ,1559,,total ,4876,,Tick ,895
fishes ,3116,,sharks ,1505,,total ,4621,,Tick ,896
fishes ,3046,,sharks ,1430,,total ,4476,,Tick ,897
fishes ,2938,,sharks ,1298,,total ,4236,,Tick ,898
fishes ,2957,,sharks ,702,,total ,3659,,Tick ,899
fishes ,2845,,sharks ,1193,,total ,4038,,Tick ,900
fishes ,2773,,sharks ,1118,,total ,3891,,Tick ,901
fishes ,2683,,sharks ,1045,,total ,3728,,Tick ,902
fishes ,2754,,sharks ,987,,total ,3741,,Tick ,903
fishes ,2784,,sharks ,905,,total ,3689,,Tick ,904
fishes ,2953,,sharks ,499,,total ,3452,,Tick ,905
fishes ,2999,,sharks ,828,,total ,3827,,Tick ,906
fishes ,3008,,sharks ,793,,total ,3801,,Tick ,907
fishes ,3072,,sharks ,768,,total ,3840,,Tick ,908
fishes ,3324,,sharks ,748,,total ,4072,,Tick ,909
fishes ,3439,,sharks ,705,,total ,4144,,Tick ,910
fishes ,3794,,sharks ,493,,total ,4287,,Tick ,911
fishes ,3876,,sharks ,879,,total ,4755,,Tick ,912
fishes ,4012,,sharks ,869,,total ,4881,,Tick ,913
fishes ,4053,,sharks ,847,,total ,4900,,Tick ,914
fishes ,4406,,sharks ,826,,total ,5232,,Tick ,915
fishes ,4571,,sharks ,790,,total ,5361,,Tick ,916
fishes ,5023,,sharks ,592,,total ,5615,,Tick ,917
fishes ,5119,,sharks ,1061,,total ,6180,,Tick ,918
fishes ,5229,,sharks ,1023,,total ,6252,,Tick ,919
fishes ,5192,,sharks ,993,,total ,6185,,Tick ,920
fishes ,5335,,sharks ,952,,total ,6287,,Tick ,921
fishes ,5369,,sharks ,912,,total ,6281,,Tick ,922
fishes ,5510,,sharks ,668,,total ,6178,,Tick ,923
fishes ,5466,,sharks ,1189,,total ,6655,,Tick ,924
fishes ,5295,,sharks ,1158,,total ,6453,,Tick ,925
fishes ,5140,,sharks ,1119,,total ,6259,,Tick ,926
fishes ,5113,,sharks ,1086,,total ,6199,,Tick ,927
fishes ,5055,,sharks ,1033,,total ,6088,,Tick ,928
fishes ,5075,,sharks ,764,,total ,5839,,Tick ,929
fishes ,4924,,sharks ,1364,,total ,6288,,Tick ,930
fishes ,4616,,sharks ,1324,,total ,5940,,Tick ,931
fishes ,4360,,sharks ,1275,,total ,5635,,Tick ,932
fishes ,4229,,sharks ,1233,,total ,5462,,Tick ,933
fishes ,4103,,sharks ,1157,,total ,5260,,Tick ,934
fishes ,4082,,sharks ,835,,total ,4917,,Tick ,935
fishes ,3901,,sharks ,1464,,total ,5365,,Tick ,936
fishes ,3554,,sharks ,1406,,total ,4960,,Tick ,937
fishes ,3339,,sharks ,1352,,total ,4691,,Tick ,938
fishes ,3212,,sharks ,1318,,total ,4530,,Tick ,939
fishes ,3110,,sharks ,1215,,total ,4325,,Tick ,940
fishes ,3109,,sharks ,760,,total ,3869,,Tick ,941
fishes ,2989,,sharks ,1329,,total ,4318,,Tick ,942
fishes ,2782,,sharks ,1250,,total ,4032,,Tick ,943
fishes ,2623,,sharks ,1197,,total ,3820,,Tick ,944
fishes ,2608,,sharks ,1158,,total ,3766,,Tick ,945
fishes ,2598,,sharks ,1076,,total ,3674,,Tick ,946
fishes ,2697,,sharks ,644,,total ,3341,,Tick ,947
fishes ,2738,,sharks ,1091,,total ,3829,,Tick ,948
fishes ,2740,,sharks ,999,,total ,3739,,Tick ,949
fishes ,2765,,sharks ,942,,total ,3707,,Tick ,950
fishes ,2911,,sharks ,895,,total ,3806,,Tick ,951
fishes ,3030,,sharks ,834,,total ,3864,,Tick ,952
fishes ,3284,,sharks ,479,,total ,3763,,Tick ,953
fishes ,3431,,sharks ,825,,total ,4256,,Tick ,954
fishes ,3589,,sharks ,786,,total ,4375,,Tick ,955
fishes ,3627,,sharks ,737,,total ,4364,,Tick ,956
fishes ,3886,,sharks ,715,,total ,4601,,Tick ,957
fishes ,4036,,sharks ,683,,total ,4719,,Tick ,958
fishes ,4466,,sharks ,495,,total ,4961,,Tick ,959
fishes ,4588,,sharks ,874,,total ,5462,,Tick ,960
fishes ,4851,,sharks ,835,,total ,5686,,Tick ,961
fishes ,4873,,sharks ,808,,total ,5681,,Tick ,962
fishes ,5254,,sharks ,791,,total ,6045,,Tick ,963
fishes ,5317,,sharks ,763,,total ,6080,,Tick ,964
fishes ,5750,,sharks ,587,,total ,6337,,Tick ,965
fishes ,5711,,sharks ,1092,,total ,6803,,Tick ,966
fishes ,5763,,sharks ,1079,,total ,6842,,Tick ,967
fishes ,5538,,sharks ,1059,,total ,6597,,Tick ,968
fishes ,5599,,sharks ,1035,,total ,6634,,Tick ,969
fishes ,5444,,sharks ,987,,total ,6431,,Tick ,970
fishes ,5548,,sharks ,807,,total ,6355,,Tick ,971
fishes ,5330,,sharks ,1459,,total ,6789,,Tick ,972
fishes ,5017,,sharks ,1420,,total ,6437,,Tick ,973
fishes ,4666,,sharks ,1392,,total ,6058,,Tick ,974
fishes ,4551,,sharks ,1348,,total ,5899,,Tick ,975
fishes ,4341,,sharks ,1273,,total ,5614,,Tick ,976
fishes ,4329,,sharks ,920,,total ,5249,,Tick ,977
fishes ,4113,,sharks ,1645,,total ,5758,,Tick ,978
fishes ,3806,,sharks ,1587,,total ,5393,,Tick ,979
fishes ,3506,,sharks ,1521,,total ,5027,,Tick ,980
fishes ,3441,,sharks ,1450,,total ,4891,,Tick ,981
fishes ,3306,,sharks ,1357,,total ,4663,,Tick ,982
fishes ,3327,,sharks ,871,,total ,4198,,Tick ,983
fishes ,3200,,sharks ,1478,,total ,4678,,Tick ,984
fishes ,2961,,sharks ,1422,,total ,4383,,Tick ,985
fishes ,2805,,sharks ,1356,,total ,4161,,Tick ,986
fishes ,2757,,sharks ,1297,,total ,4054,,Tick ,987
fishes ,2774,,sharks ,1206,,total ,3980,,Tick ,988
fishes ,2895,,sharks ,782,,total ,3677,,Tick ,989
fishes ,2928,,sharks ,1296,,total ,4224,,Tick ,990
fishes ,2862,,sharks ,1225,,total ,4087,,Tick ,991
fishes ,2846,,sharks ,1170,,total ,4016,,Tick ,992
fishes ,3029,,sharks ,1105,,total ,4134,,Tick ,993
fishes ,3151,,sharks ,1021,,total ,4172,,Tick ,994
fishes ,3413,,sharks ,618,,total ,4031,,Tick ,995
fishes ,3551,,sharks ,1066,,total ,4617,,Tick ,996
fishes ,3634,,sharks ,1012,,total ,4646,,Tick ,997
fishes ,3726,,sharks ,970,,total ,4696,,Tick ,998
fishes ,3890,,sharks ,919,,total ,4809,,Tick ,999
fishes ,4085,,sharks ,873,,total ,4958,,Tick ,1000
fishes ,4329,,sharks ,581,,total ,4910,,Tick ,1001
fishes ,4469,,sharks ,1023,,total ,5492,,Tick ,1002
fishes ,4450,,sharks ,987,,total ,5437,,Tick ,1003
fishes ,4482,,sharks ,954,,total ,5436,,Tick ,1004
fishes ,4615,,sharks ,920,,total ,5535,,Tick ,1005
fishes ,4685,,sharks ,892,,total ,5577,,Tick ,1006
fishes ,4833,,sharks ,661,,total ,5494,,Tick ,1007
fishes ,4834,,sharks ,1201,,total ,6035,,Tick ,1008
fishes ,4635,,sharks ,1165,,total ,5800,,Tick ,1009
fishes ,4483,,sharks ,1139,,total ,5622,,Tick ,1010
fishes ,4447,,sharks ,1106,,total ,5553,,Tick ,1011
fishes ,4422,,sharks ,1051,,total ,5473,,Tick ,1012
fishes ,4500,,sharks ,776,,total ,5276,,Tick ,1013
fishes ,4416,,sharks ,1398,,total ,5814,,Tick ,1014
fishes ,4136,,sharks ,1336,,total ,5472,,Tick ,1015
fishes ,3963,,sharks ,1279,,total ,5242,,Tick ,1016
fishes ,3900,,sharks ,1244,,total ,5144,,Tick ,1017
fishes ,3836,,sharks ,1161,,total ,4997,,Tick ,1018
fishes ,3890,,sharks ,756,,total ,4646,,Tick ,1019
fishes ,3789,,sharks ,1319,,total ,5108,,Tick ,1020
fishes ,3537,,sharks ,1252,,total ,4789,,Tick ,1021
fishes ,3362,,sharks ,1208,,total ,4570,,Tick ,1022
fishes ,3284,,sharks ,1159,,total ,4443,,Tick ,1023
fishes ,3271,,sharks ,1082,,total ,4353,,Tick ,1024
fishes ,3288,,sharks ,691,,total ,3979,,Tick ,1025
fishes ,3282,,sharks ,1180,,total ,4462,,Tick ,1026
fishes ,3190,,sharks ,1106,,total ,4296,,Tick ,1027
fishes ,3219,,sharks ,1058,,total ,4277,,Tick ,1028
fishes ,3327,,sharks ,1009,,total ,4336,,Tick ,1029
fishes ,3414,,sharks ,914,,total ,4328,,Tick ,1030
fishes ,3590,,sharks ,539,,total ,4129,,Tick ,1031
fishes ,3650,,sharks ,961,,total ,4611,,Tick ,1032
fishes ,3666,,sharks ,917,,total ,4583,,Tick ,1033
fishes ,3728,,sharks ,887,,total ,4615,,Tick ,1034
fishes ,3906,,sharks ,856,,total ,4762,,Tick ,1035
fishes ,4056,,sharks ,798,,total ,4854,,Tick ,1036
fishes ,4323,,sharks ,523,,total ,4846,,Tick ,1037
fishes ,4418,,sharks ,934,,total ,5352,,Tick ,1038
fishes ,4435,,sharks ,910,,total ,5345,,Tick ,1039
fishes ,4499,,sharks ,889,,total ,5388,,Tick ,1040
fishes ,4657,,sharks ,864,,total ,5521,,Tick ,1041
fishes ,4743,,sharks ,811,,total ,5554,,Tick ,1042
fishes ,4974,,sharks ,597,,total ,5571,,Tick ,1043
fishes ,4977,,sharks ,1050,,total ,6027,,Tick ,1044
fishes ,4958,,sharks ,1023,,total ,5981,,Tick ,1045
fishes ,4959,,sharks ,992,,total ,5951,,Tick ,1046
fishes ,5038,,sharks ,959,,total ,5997,,Tick ,1047
fishes ,5096,,sharks ,901,,total ,5997,,Tick ,1048
fishes ,5228,,sharks ,649,,total ,5877,,Tick ,1049
fishes ,5151,,sharks ,1194,,total ,6345,,Tick ,1050
fishes ,4940,,sharks ,1161,,total ,6101,,Tick ,1051
fishes ,4764,,sharks ,1132,,total ,5896,,Tick ,1052
fishes ,4747,,sharks ,1097,,total ,5844,,Tick ,1053
fishes ,4689,,sharks ,1032,,total ,5721,,Tick ,1054
fishes ,4716,,sharks ,761,,total ,5477,,Tick ,1055
fishes ,4591,,sharks ,1366,,total ,5957,,Tick ,1056
fishes ,4362,,sharks ,1336,,total ,5698,,Tick ,1057
fishes ,4162,,sharks ,1295,,total ,5457,,Tick ,1058
fishes ,4189,,sharks ,1252,,total ,5441,,Tick ,1059
fishes ,4122,,sharks ,1169,,total ,5291,,Tick ,1060
fishes ,4255,,sharks ,802,,total ,5057,,Tick ,1061
fishes ,4155,,sharks ,1361,,total ,5516,,Tick ,1062
fishes ,4057,,sharks ,1307,,total ,5364,,Tick ,1063
fishes ,3931,,sharks ,1255,,total ,5186,,Tick ,1064
fishes ,3973,,sharks ,1201,,total ,5174,,Tick ,1065
fishes ,3891,,sharks ,1119,,total ,5010,,Tick ,1066
fishes ,4003,,sharks ,707,,total ,4710,,Tick ,1067
fishes ,3888,,sharks ,1274,,total ,5162,,Tick ,1068
fishes ,3726,,sharks ,1205,,total ,4931,,Tick ,1069
fishes ,3551,,sharks ,1155,,total ,4706,,Tick ,1070
fishes ,3528,,sharks ,1111,,total ,4639,,Tick ,1071
fishes ,3527,,sharks ,1036,,total ,4563,,Tick ,1072
fishes ,3668,,sharks ,669,,total ,4337,,Tick ,1073
fishes ,3668,,sharks ,1113,,total ,4781,,Tick ,1074
fishes ,3594,,sharks ,1030,,total ,4624,,Tick ,1075
fishes ,3554,,sharks ,986,,total ,4540,,Tick ,1076
fishes ,3598,,sharks ,949,,total ,4547,,Tick ,1077
fishes ,3682,,sharks ,910,,total ,4592,,Tick ,1078
fishes ,3826,,sharks ,638,,total ,4464,,Tick ,1079
fishes ,3890,,sharks ,1149,,total ,5039,,Tick ,1080
fishes ,3855,,sharks ,1098,,total ,4953,,Tick ,1081
fishes ,3885,,sharks ,1052,,total ,4937,,Tick ,1082
fishes ,4023,,sharks ,1002,,total ,5025,,Tick ,1083
fishes ,4160,,sharks ,942,,total ,5102,,Tick ,1084
fishes ,4436,,sharks ,654,,total ,5090,,Tick ,1085
fishes ,4557,,sharks ,1205,,total ,5762,,Tick ,1086
fishes ,4521,,sharks ,1166,,total ,5687,,Tick ,1087
fishes ,4543,,sharks ,1133,,total ,5676,,Tick ,1088
fishes ,4680,,sharks ,1105,,total ,5785,,Tick ,1089
fishes ,4776,,sharks ,1044,,total ,5820,,Tick ,1090
fishes ,4953,,sharks ,723,,total ,5676,,Tick ,1091
fishes ,4916,,sharks ,1272,,total ,6188,,Tick ,1092
fishes ,4703,,sharks ,1226,,total ,5929,,Tick ,1093
fishes ,4571,,sharks ,1180,,total ,5751,,Tick ,1094
fishes ,4495,,sharks ,1149,,total ,5644,,Tick ,1095
fishes ,4440,,sharks ,1097,,total ,5537,,Tick ,1096
fishes ,4506,,sharks ,782,,total ,5288,,Tick ,1097
fishes ,4417,,sharks ,1440,,total ,5857,,Tick ,1098
fishes ,4174,,sharks ,1374,,total ,5548,,Tick ,1099
fishes ,3998,,sharks ,1312,,total ,5310,,Tick ,1100
fishes ,3931,,sharks ,1259,,total ,5190,,Tick ,1101
fishes ,3892,,sharks ,1184,,total ,5076,,Tick ,1102
fishes ,3906,,sharks ,782,,total ,4688,,Tick ,1103
fishes ,3869,,sharks ,1372,,total ,5241,,Tick ,1104
fishes ,3659,,sharks ,1314,,total ,4973,,Tick ,1105
fishes ,3566,,sharks ,1245,,total ,4811,,Tick ,1106
fishes ,3529,,sharks ,1180,,total ,4709,,Tick ,1107
fishes ,3525,,sharks ,1085,,total ,4610,,Tick ,1108
fishes ,3609,,sharks ,662,,total ,4271,,Tick ,1109
fishes ,3551,,sharks ,1189,,total ,4740,,Tick ,1110
fishes ,3343,,sharks ,1141,,total ,4484,,Tick ,1111
fishes ,3203,,sharks ,1097,,total ,4300,,Tick ,1112
fishes ,3157,,sharks ,1065,,total ,4222,,Tick ,1113
fishes ,3166,,sharks ,1007,,total ,4173,,Tick ,1114
fishes ,3227,,sharks ,679,,total ,3906,,Tick ,1115
fishes ,3229,,sharks ,1154,,total ,4383,,Tick ,1116
fishes ,3039,,sharks ,1060,,total ,4099,,Tick ,1117
fishes ,2983,,sharks ,1006,,total ,3989,,Tick ,1118
fishes ,2954,,sharks ,971,,total ,3925,,Tick ,1119
fishes ,2997,,sharks ,919,,total ,3916,,Tick ,1120
fishes ,3067,,sharks ,568,,total ,3635,,Tick ,1121
fishes ,3156,,sharks ,993,,total ,4149,,Tick ,1122
fishes ,3132,,sharks ,936,,total ,4068,,Tick ,1123
fishes ,3234,,sharks ,882,,total ,4116,,Tick ,1124
fishes ,3316,,sharks ,838,,total ,4154,,Tick ,1125
fishes ,3520,,sharks ,756,,total ,4276,,Tick ,1126
fishes ,3685,,sharks ,419,,total ,4104,,Tick ,1127
fishes ,3825,,sharks ,736,,total ,4561,,Tick ,1128
fishes ,3801,,sharks ,696,,total ,4497,,Tick ,1129
fishes ,3872,,sharks ,672,,total ,4544,,Tick ,1130
fishes ,3942,,sharks ,658,,total ,4600,,Tick ,1131
fishes ,4056,,sharks ,627,,total ,4683,,Tick ,1132
fishes ,4201,,sharks ,448,,total ,4649,,Tick ,1133
fishes ,4315,,sharks ,824,,total ,5139,,Tick ,1134
fishes ,4301,,sharks ,783,,total ,5084,,Tick ,1135
fishes ,4360,,sharks ,753,,total ,5113,,Tick ,1136
fishes ,4420,,sharks ,722,,total ,5142,,Tick ,1137
fishes ,4519,,sharks ,681,,total ,5200,,Tick ,1138
fishes ,4672,,sharks ,470,,total ,5142,,Tick ,1139
fishes ,4769,,sharks ,858,,total ,5627,,Tick ,1140
fishes ,4718,,sharks ,826,,total ,5544,,Tick ,1141
fishes ,4763,,sharks ,811,,total ,5574,,Tick ,1142
fishes ,4824,,sharks ,793,,total ,5617,,Tick ,1143
fishes ,4903,,sharks ,744,,total ,5647,,Tick ,1144
fishes ,5044,,sharks ,561,,total ,5605,,Tick ,1145
fishes ,5097,,sharks ,1018,,total ,6115,,Tick ,1146
fishes ,5004,,sharks ,986,,total ,5990,,Tick ,1147
fishes ,4974,,sharks ,957,,total ,5931,,Tick ,1148
fishes ,5039,,sharks ,930,,total ,5969,,Tick ,1149
fishes ,5120,,sharks ,886,,total ,6006,,Tick ,1150
fishes ,5195,,sharks ,649,,total ,5844,,Tick ,1151
fishes ,5197,,sharks ,1160,,total ,6357,,Tick ,1152
fishes ,5024,,sharks ,1132,,total ,6156,,Tick ,1153
fishes ,4907,,sharks ,1092,,total ,5999,,Tick ,1154
fishes ,4847,,sharks ,1051,,total ,5898,,Tick ,1155
fishes ,4843,,sharks ,1003,,total ,5846,,Tick ,1156
